GeneName	ProteinName	UniprotID	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Nars 	" asparagine--tRNA ligase, cytoplasmic isoform 1 "	 Q8BP47 	70.18	370338.7	17	10	20.39	559
 Sae1 	 SUMO-activating enzyme subunit 1 isoform a 	 Q9R1T2 	75.26	371250	27	16	53.43	350
 Mdn1 	 PREDICTED: midasin isoform X1 	 A2ANY6 	85.6	371257	20	14	3.85	5589
 Psme2b 	" protease (prosome, macropain) 28 subunit beta B "	 P97372 	38.08	372257.5	15	7	29.71	239
 Psma1 	 proteasome subunit alpha type-1 	 Q9R1P4 	59.79	372329.2	20	10	41.82	263
 Bub3 	 mitotic checkpoint protein BUB3 	 Q9WVA3 	77.82	373202.5	15	9	39.57	326
 Slc9a3r1 	 Na(+)/H(+) exchange regulatory cofactor NHE-RF1 	 P70441 	50.24	373348.7	19	13	34.93	355
 Rps6ka1 	 ribosomal protein S6 kinase alpha-1 isoform b 	 P18653 	65.26	373908.2	20	15	26.1	724
 Rnaseh2a 	 ribonuclease H2 subunit A 	 Q9CWY8 	46.95	374896.5	24	10	46.51	301
 Kpna2 	 importin subunit alpha-1 	 P52293 	63.29	375054.9	18	9	24.76	529
 Ndufv2 	 NADH dehydrogenase 	 Q9D6J6 	59.15	375318.3	20	8	45.97	248
 Ddx46 	 probable ATP-dependent RNA helicase DDX46 	 Q569Z5 	82.65	375615.7	25	18	22.38	1032
 Ubr4 	 E3 ubiquitin-protein ligase UBR4 	 A2AN08 	55.29	376317.8	36	15	3.03	5180
 Msra 	 mitochondrial peptide methionine sulfoxide reductase isoform 1 	 Q9D6Y7 	46.09	376373.2	19	6	39.48	233
 Usp4 	 ubiquitin carboxyl-terminal hydrolase 4 isoform 1 	 P35123 	26.56	376690.4	8	6	8	962
 Rbm14 	 RNA-binding protein 14 	 Q8C2Q3 	69.15	377582.6	18	12	22.12	669
 Capn1 	 calpain-1 catalytic subunit 	 O35350 	55.61	377674.2	16	15	27.63	713
 Bola2 	 bolA-like protein 2 	 Q8BGS2 	29.77	378090.2	14	6	74.42	86
 Akr1a1 	 alcohol dehydrogenase 	 Q9JII6 	61.94	378889.4	19	8	32.92	325
 Anxa7 	 annexin A7 	 Q07076 	57.95	378946	21	10	22.89	463
 Slc25a4 	 ADP/ATP translocase 1 	 P48962 	32.11	378998.4	13	6	21.81	298
 Rsl1d1 	 ribosomal L1 domain-containing protein 1 	 Q8BVY0 	81.35	379232.7	22	12	31.86	452
 Nup35 	 nucleoporin NUP53 isoform 1 	 Q8R4R6 	51.28	379306.8	22	6	30.77	325
 Tuba4a 	 tubulin alpha-4A chain isoform 1 	 P68368 	41.8	380109	17	6	13.62	448
 Ppp2ca 	 serine/threonine-protein phosphatase 2A catalytic subunit alpha 	 P63330 	88.72	380264.9	17	10	46.6	309
 Bin1 	 myc box-dependent-interacting protein 1 isoform 1 	 O08539 	47.34	380277.8	21	8	21.43	588
 Nxf1 	 nuclear RNA export factor 1 isoform 1 	 Q99JX7 	79.59	380549.3	25	12	25.57	618
 Xpo7 	 exportin-7 	 Q9EPK7 	21.96	380628.5	15	9	9.38	1087
 Gatad2a 	 transcriptional repressor p66 alpha isoform b 	 Q8CHY6 	64.37	381039.5	23	12	27.5	629
 Nomo1 	 nodal modulator 1 precursor 	 Q6GQT9 	84.9	381750.5	27	16	20.59	1214
 Nhp2l1 	 NHP2-like protein 1 	 Q9D0T1 	48.17	384060.1	18	6	34.37	128
 Trp53bp1 	 tumor suppressor p53-binding protein 1 isoform a 	 P70399 	97.14	384166.7	23	17	12.6	1969
 Anxa11 	 annexin A11 	 P97384 	79.03	384356.9	23	14	33.2	503
 Pdcd11 	 protein RRP5 homolog 	 Q6NS46 	67.32	384468.7	27	11	8.7	1862
 Shmt1 	" serine hydroxymethyltransferase, cytosolic "	 P50431 	63.55	384538.3	17	11	30.75	478
 Usp7 	 ubiquitin carboxyl-terminal hydrolase 7 	 Q6A4J8 	77.73	384932.1	21	14	18.04	1103
 Grwd1 	 glutamate-rich WD repeat-containing protein 1 	 Q810D6 	42.03	385227	10	7	21.97	446
 Arid1b 	 AT-rich interactive domain-containing protein 1B 	 E9Q4N7 	82.44	385756.3	28	13	7.13	2244
 Pbrm1 	 protein polybromo-1 	 F8VQD1 	74.98	386059.7	27	18	12.56	1704
 Ap1b1 	 AP-1 complex subunit beta-1 isoform 2 	 O35643 	63.94	386574.8	23	13	15.38	943
 Chmp4b 	 charged multivesicular body protein 4b 	 Q9D8B3 	72.12	387203.8	17	8	39.29	224
 Myg1 	" UPF0160 protein MYG1, mitochondrial precursor "	 Q9JK81 	71.68	388127.5	17	10	35.53	380
 Eif2a 	 eukaryotic translation initiation factor 2A 	 Q8BJW6 	85.05	388212.3	25	12	32.01	581
 Thrap3 	 PREDICTED: thyroid hormone receptor-associated protein 3 isoform X1 	 Q569Z6 	48.16	388440.2	16	9	9.46	951
 Sars 	" serine--tRNA ligase, cytoplasmic isoform 2 "	 P26638 	64.1	388463.6	26	13	28.32	512
 Uchl3 	 ubiquitin carboxyl-terminal hydrolase isozyme L3 	 Q9JKB1 	60.45	388642.9	18	8	38.7	230
 Vps4b 	 vacuolar protein sorting-associated protein 4B 	 P46467 	62.08	388693.7	32	11	30.41	444
 Kit 	 mast/stem cell growth factor receptor Kit isoform 1 precursor 	 P05532 	84.66	388923	27	16	19.92	979
 Eps15 	 epidermal growth factor receptor substrate 15 isoform A 	 P42567 	85.2	390306.5	27	14	22.63	897
 Sec62 	 translocation protein SEC62 	 Q8BU14 	2.44	390349.5	2	2	4.52	398
 Ppa2 	" inorganic pyrophosphatase 2, mitochondrial isoform 1 precursor "	 Q91VM9 	70.51	391502.2	23	14	51.51	330
 Prpsap2 	 phosphoribosyl pyrophosphate synthase-associated protein 2 isoform 	 Q8R574 	51.54	391615.8	25	8	32.25	369
 Rbm3 	 RNA-binding protein 3 isoform 1 	 Q545K5 	35.53	391684.3	29	5	39.61	154
 Hsd17b10 	 3-hydroxyacyl-CoA dehydrogenase type-2 	 Q99N15 	46.28	391690.9	20	7	42.15	261
 Dut 	" deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial "	 Q9CQ43 	49.46	391846.2	15	7	51.23	162
 Ptbp3 	 polypyrimidine tract-binding protein 3 isoform 1 	 Q8BHD7 	85.81	392116.9	23	12	36.84	551
 Ada 	 adenosine deaminase 	 P03958 	62.17	392235.3	22	12	39.49	352
 Rpl14 	 60S ribosomal protein L14 	 Q9CR57 	31.67	392565.4	14	6	29.49	217
 Srp68 	 signal recognition particle subunit SRP68 	 Q8BMA6 	86.24	392718.1	23	13	25.92	625
 Snrpd3 	 small nuclear ribonucleoprotein Sm D3 	 P62320 	31.28	393144.6	16	4	33.33	126
 Actr2 	 actin-related protein 2 	 P61161 	51.2	393667	16	11	26.4	394
 Psma6 	 proteasome subunit alpha type-6 isoform 1 	 Q9QUM9 	67.24	394913.1	23	11	44.31	246
 Pycard 	 apoptosis-associated speck-like protein containing a CARD 	 Q9EPB4 	74.44	395101.8	18	8	54.92	193
 Eif4g2 	 eukaryotic translation initiation factor 4 gamma 2 isoform 1 	 Q62448 	71.72	395742.9	21	12	16.89	906
 Ppat 	 amidophosphoribosyltransferase 	 Q3TKC5 	64.91	395804.7	20	10	26.69	517
 Erg 	 transcriptional regulator ERG isoform 1 	 P81270 	51.94	396866.6	15	9	29.84	486
 Rdx 	 radixin isoform a 	 P26043 	47.15	397075.9	24	10	13.89	583
 Phb2 	 prohibitin-2 	 O35129 	62.3	397282.9	22	10	38.8	299
 Dpf2 	 zinc finger protein ubi-d4 isoform 1 	 Q61103 	73.78	397402.6	16	10	34.57	405
 Rpl18a 	 60S ribosomal protein L18a 	 P62717 	36.23	398186	16	8	38.64	176
 Fam120a 	 constitutive coactivator of PPAR-gamma-like protein 1 	 Q6A0A9 	74.36	398410.8	26	13	16.55	1112
 Trip12 	 E3 ubiquitin-protein ligase TRIP12 	 G5E870 	99.74	399417.6	35	18	13.53	2025
 Lman1 	 protein ERGIC-53 precursor 	 Q9D0F3 	50.5	399833.1	23	10	32.3	517
 Pdhb 	" pyruvate dehydrogenase E1 component subunit beta, mitochondrial "	 Q9D051 	64.19	400012.2	20	9	31.48	359
 Gm4070 	 interferon-induced very large GTPase 1 	 Q80SU7 	68.49	400364.7	25	18	9.56	2427
 Slc25a13 	 calcium-binding mitochondrial carrier protein Aralar2 isoform 1 	 Q9QXX4 	79.24	400440.4	21	11	22.19	676
 Cmpk1 	 UMP-CMP kinase 	 Q9DBP5 	40.7	401388.1	22	9	42.73	227
 Ptma 	 prothymosin alpha 	 P26350 	45.14	401674.8	12	5	37.84	111
 Asph 	 aspartyl/asparaginyl beta-hydroxylase isoform 1 	 Q8BSY0 	75.15	401992.6	20	11	20.51	741
 Dbi 	 acyl-CoA-binding protein isoform 2 	 P31786 	23.42	402188.3	22	4	41.38	87
 Pfkl 	" ATP-dependent 6-phosphofructokinase, liver type "	 P12382 	80.2	402825.6	21	11	20.26	780
 Msh6 	 DNA mismatch repair protein Msh6 	 P54276 	98.13	402995.4	22	18	17.97	1358
 Hist1h1d 	 histone H1.3 	 P43277 	40.32	403082.1	13	3	9.05	221
 Psmd13 	 26S proteasome non-ATPase regulatory subunit 13 	 Q9WVJ2 	71.72	403930.4	23	14	44.41	376
 Eif5b 	 eukaryotic translation initiation factor 5B 	 Q05D44 	76.43	404021.9	24	11	11.76	1216
 Rpl10 	 60S ribosomal protein L10 	 Q6ZWV3 	44.7	405339.2	18	9	39.72	214
 Rab44 	 PREDICTED: ras-related protein Rab-44 isoform X1 	 nan 	67.23	405846.4	20	10	18.91	973
 Acly 	 ATP-citrate synthase isoform 2 	 Q91V92 	111.88	406233.7	33	21	24.84	1091
 Carkd 	 ATP-dependent (S)-NAD(P)H-hydrate dehydratase isoform 1 	 Q9CZ42 	60.88	406269.8	20	7	30.96	365
 Gmps 	 GMP synthase 	 Q3THK7 	82.18	406569.3	22	14	25.4	693
 Srsf6 	 serine/arginine-rich splicing factor 6 	 Q3TWW8 	43	407299.9	18	11	23.6	339
 Ssr4 	 translocon-associated protein subunit delta isoform 2 precursor 	 Q62186 	37.88	407746.5	22	4	23.84	172
 Ftsj3 	 pre-rRNA processing protein FTSJ3 	 Q9DBE9 	62.05	407994.8	19	12	21.48	838
 Psme3 	 proteasome activator complex subunit 3 	 P61290 	71.22	408040.8	19	11	37.8	254
 Pnn 	 pinin 	 O35691 	70.15	408130.6	24	10	16.67	726
 Hn1l 	 hematological and neurological expressed 1-like protein 	 Q6PGH2 	67.04	411173.4	16	7	44.74	190
 Mta1 	 PREDICTED: metastasis-associated protein MTA1 isoform X6 	 Q8K4B0 	99.85	411559.2	20	14	22.66	715
 Ciapin1 	 anamorsin 	 Q8WTY4 	30.15	411785.3	16	7	33.01	309
 Prdx5 	" peroxiredoxin-5, mitochondrial precursor "	 P99029 	60.53	411953.4	18	8	45.24	210
 Sept6 	 septin-6 isoform 1 	 Q9R1T4 	61.65	412562.7	22	11	36.41	434
 Zfr 	 zinc finger RNA-binding protein 	 O88532 	105	413012.5	27	14	18.34	1074
 Ncor1 	 PREDICTED: nuclear receptor corepressor 1 isoform X5 	 nan 	88.34	413122.6	28	13	6.49	2528
 Aars 	" alanine--tRNA ligase, cytoplasmic "	 Q8BGQ7 	81.7	413937.2	23	13	20.25	968
 Git2 	 PREDICTED: ARF GTPase-activating protein GIT2 isoform X2 	 nan 	85.34	415325.1	28	17	28.85	759
 Bcor 	 BCL-6 corepressor isoform a 	 Q8CGN4 	17.12	415996.2	11	6	4.89	1759
 Hdlbp 	 vigilin 	 Q8VDJ3 	121.7	416315.4	26	17	19.16	1268
 Thop1 	 thimet oligopeptidase 	 Q8C1A5 	82.56	416596.8	24	15	27.07	687
 Hint1 	 histidine triad nucleotide-binding protein 1 	 P70349 	46.2	416825	15	6	77.78	126
 Nup107 	 nuclear pore complex protein Nup107 	 Q8BH74 	52.01	416934.5	16	10	13.71	926
 Ybx1 	 nuclease-sensitive element-binding protein 1 	 P62960 	44.99	417377.5	19	5	35.71	322
 Dock10 	 dedicator of cytokinesis protein 10 isoform 1 	 Q8BZN6 	113.94	417674.3	25	19	11.8	2187
 Hnrnpdl 	 heterogeneous nuclear ribonucleoprotein D-like 	 D3YTQ3 	57.38	418572.7	17	7	20.71	420
 Tmod3 	 tropomodulin-3 	 Q9JHJ0 	63.8	419411.3	22	12	39.77	352
 Wapl 	 wings apart-like protein homolog isoform 1 	 Q65Z40 	84.6	420155.8	30	19	21.08	1200
 Slc3a2 	 4F2 cell-surface antigen heavy chain isoform a 	 P10852 	73.14	420347.4	18	12	25.31	565
 Uba2 	 SUMO-activating enzyme subunit 2 	 Q9Z1F9 	61.72	421427.4	19	11	27.59	638
 Lbr 	 lamin-B receptor 	 Q3U9G9 	43.52	421857	23	10	14.06	626
 Ppm1g 	 protein phosphatase 1G 	 Q61074 	63.75	422980.3	21	13	39.11	542
 Atp5j 	" PREDICTED: ATP synthase-coupling factor 6, mitochondrial isoform X1 "	 P97450 	48.93	423810.4	19	8	49.07	108
 Aldh18a1 	 delta-1-pyrroline-5-carboxylate synthase isoform 1 	 Q9Z110 	80.45	424227.7	21	12	19.25	795
 Pcca 	" propionyl-CoA carboxylase alpha chain, mitochondrial precursor "	 Q91ZA3 	76.48	424877	21	12	26.93	724
 Fen1 	 flap endonuclease 1 	 Q91Z50 	63.33	425790.3	14	11	36.84	380
 Lonp1 	" lon protease homolog, mitochondrial precursor "	 Q8CGK3 	83.39	426265.6	21	13	18.44	949
 Pds5b 	 sister chromatid cohesion protein PDS5 homolog B 	 Q4VA53 	59.49	426363.2	21	15	13.9	1446
 Aldh6a1 	 methylmalonate-semialdehyde dehydrogenase 	 Q9EQ20 	63.69	426565.2	12	10	26.17	535
 Ccar1 	 cell division cycle and apoptosis regulator protein 1 	 Q8CH18 	88.62	426877	26	15	17.28	1146
 Srp54b 	 signal recognition particle 54 kDa protein 	 P14576 	81.05	427184.4	24	12	33.93	504
 Osbpl8 	 oxysterol-binding protein-related protein 8 isoform a 	 B9EJ86 	81.93	427357.9	29	17	25.65	889
 Nup205 	 nuclear pore complex protein Nup205 	 B9EJ54 	92.22	428833.9	25	20	14.09	2008
 Snx2 	 sorting nexin-2 	 Q9CWK8 	76.07	431160	22	15	32.37	519
 Nsfl1c 	 NSFL1 cofactor p47 isoform a 	 Q9CZ44 	75.64	432016.2	25	13	43.01	372
 Vps13c 	 vacuolar protein sorting-associated protein 13C 	 Q8BX70 	45.79	432487.4	16	13	5.58	3748
 Rpl23a 	 60S ribosomal protein L23a 	 P62751 	37.88	432487.6	17	8	36.54	156
 Cpsf2 	 cleavage and polyadenylation specificity factor subunit 2 	 O35218 	83.88	433147.8	25	14	24.42	782
 Por 	 NADPH--cytochrome P450 reductase 	 P37040 	99.08	433704.1	24	14	25.66	678
 Csnk2a1 	 casein kinase II subunit alpha 	 Q60737 	67.65	433931.6	20	10	34.78	391
 Syne3 	 nesprin-3 isoform alpha 	 Q4FZC9 	85.68	434274.9	26	15	20.31	975
 Nup62 	 nuclear pore glycoprotein p62 	 Q63850 	55.38	434280.4	18	7	19.01	526
 Ncapd2 	 condensin complex subunit 1 	 Q8K2Z4 	90.57	435380	27	19	19.61	1392
 Dlat 	 dihydrolipoyllysine-residue acetyltransferase component of pyruvate 	 Q8BMF4 	75.66	435665.1	22	13	29.13	642
 Dock11 	 dedicator of cytokinesis protein 11 	 A2AF47 	53.5	435933	22	17	9.12	2073
 Nup214 	 nuclear pore complex protein Nup214 	 Q80U93 	98.06	436648.9	25	17	12.52	2085
 Grb2 	 growth factor receptor-bound protein 2 	 Q60631 	50.8	437150.9	22	10	47.47	217
 Fam49b 	 protein FAM49B 	 Q921M7 	82.41	438327.6	21	10	45.37	324
 St13 	 hsc70-interacting protein 	 Q99L47 	46.24	438490	20	8	19.95	371
 Umps 	 uridine 5'-monophosphate synthase 	 P13439 	75.63	438638.1	25	13	31.18	481
 Asrgl1 	 isoaspartyl peptidase/L-asparaginase 	 Q8C0M9 	51.49	439848.3	15	10	44.17	326
 Prpf4 	 U4/U6 small nuclear ribonucleoprotein Prp4 	 Q9DAW6 	88.8	440101.9	23	12	31.29	521
 Eif3f 	 eukaryotic translation initiation factor 3 subunit F 	 Q9DCH4 	55.26	440114.7	19	8	25.76	361
 Acaa1a 	" 3-ketoacyl-CoA thiolase A, peroxisomal precursor "	 Q921H8 	72.78	440973.1	21	10	37.97	424
 Atox1 	 copper transport protein ATOX1 	 O08997 	36.36	441426.3	18	4	47.06	68
 Gnb2 	 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 	 P62880 	44.31	442200.7	21	8	29.12	340
 Dock8 	 dedicator of cytokinesis protein 8 	 Q8C147 	94.03	442923.2	29	19	11.1	2100
 Prkcsh 	 glucosidase 2 subunit beta isoform 1 precursor 	 O08795 	51.25	444100	17	9	17.05	528
 G6pdx 	 glucose-6-phosphate 1-dehydrogenase X 	 Q00612 	62.56	444314.5	21	15	31.26	515
 Nasp 	 nuclear autoantigenic sperm protein isoform 2 	 B1AU75 	71.99	444357	22	9	20.18	773
 Rpl15 	 60S ribosomal protein L15 	 Q9CZM2 	50.67	445273.4	20	11	48.53	204
 Cs 	" citrate synthase, mitochondrial precursor "	 Q9CZU6 	51.05	445424.5	20	9	18.53	464
 Supt6 	 transcription elongation factor SPT6 	 Q62383 	82.95	445475.4	30	19	12.57	1726
 Suclg1 	 succinyl-CoA ligase 	 Q9WUM5 	69.95	445971.9	19	8	28.03	346
 Vps35 	 vacuolar protein sorting-associated protein 35 	 Q9EQH3 	82.48	446106.7	21	13	20.35	796
 Oxct1 	" succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial "	 Q9D0K2 	66.9	446383	21	9	25.58	520
 Ddost 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 	 O54734 	57.83	447536.3	17	8	24.49	441
 As3mt 	 arsenite methyltransferase 	 Q91WU5 	73.79	448433.2	19	10	34.04	376
 Acsf2 	" acyl-CoA synthetase family member 2, mitochondrial precursor "	 Q8VCW8 	85.45	450002	21	13	27.64	615
 Aldh9a1 	 4-trimethylaminobutyraldehyde dehydrogenase precursor 	 Q9JLJ2 	68.88	450072	17	11	22.39	518
 Psmd1 	 26S proteasome non-ATPase regulatory subunit 1 	 Q3TXS7 	85.67	450761	27	21	30.12	953
 Rab1a 	 ras-related protein Rab-1A 	 P62821 	50.75	451297.2	26	10	45.37	205
 Psmb1 	 proteasome subunit beta type-1 precursor 	 O09061 	47.17	452005.4	19	8	41.25	240
 Nap1l1 	 nucleosome assembly protein 1-like 1 isoform 2 	 P28656 	38.53	452176.5	18	6	20.97	391
 Oat 	" ornithine aminotransferase, mitochondrial precursor "	 P29758 	78.66	453982.8	27	14	44.19	439
 Celf2 	 CUGBP Elav-like family member 2 isoform 4 	 Q9Z0H4 	71.74	454212.8	16	9	22.45	490
 Gm5601 	 PREDICTED: serine/threonine-protein phosphatase PP1-gamma catalytic 	 P63087 	75.42	455111.8	20	11	40.36	337
 Dcps 	 m7GpppX diphosphatase 	 Q9DAR7 	49.96	455250.2	26	7	30.77	338
 Glo1 	 lactoylglutathione lyase 	 Q9CPU0 	52.74	455871.1	19	9	53.8	184
 Rbm10 	 RNA-binding protein 10 isoform 1 	 Q99KG3 	74.32	456058.1	28	15	23.01	930
 Rps20 	 40S ribosomal protein S20 	 P60867 	40.19	457674.3	22	7	36.97	119
 Srsf7 	 serine/arginine-rich splicing factor 7 isoform 1 	 Q8BL97 	42.59	457877.9	20	8	32.35	238
 Eif3b 	 eukaryotic translation initiation factor 3 subunit B 	 Q8JZQ9 	117.19	458059.8	35	21	35.87	803
 Prep 	 prolyl endopeptidase 	 Q9QUR6 	114.91	459919.4	25	17	35.63	710
 Ak3 	" GTP:AMP phosphotransferase AK3, mitochondrial "	 Q9WTP7 	85.62	460155.6	25	11	48.02	227
 Sephs1 	" selenide, water dikinase 1 "	 Q8BH69 	50.73	460261	29	7	27.81	392
 Actn1 	 alpha-actinin-1 	 Q7TPR4 	97.35	460532.9	24	13	20.74	892
 Psmc1 	 26S protease regulatory subunit 4 	 P62192 	102.69	462142.5	29	15	45	440
 Rps25 	 40S ribosomal protein S25 	 P62852 	23.33	463188.1	11	4	31.2	125
 Dld 	" dihydrolipoyl dehydrogenase, mitochondrial precursor "	 O08749 	51.21	464605.4	24	9	22	509
 Galk1 	 galactokinase 	 Q9R0N0 	76.77	465363.7	19	11	28.57	392
 Csde1 	 cold shock domain-containing protein E1 isoform 1 	 Q91W50 	67.84	465461.5	27	17	26.82	798
 Rcn2 	 reticulocalbin-2 isoform 1 precursor 	 Q8BP92 	61.03	467086.3	23	9	39.37	320
 Park7 	 protein DJ-1 	 Q99LX0 	49.75	468492.3	23	8	46.56	189
 Akap13 	 PREDICTED: A-kinase anchor protein 13 isoform X6 	 E9Q394 	120.55	472172.4	43	24	14.63	2754
 Gls 	" glutaminase kidney isoform, mitochondrial isoform 2 "	 D3Z7P3 	75.54	472573	25	12	24.21	603
 Kif5b 	 kinesin-1 heavy chain 	 Q61768 	113.16	472919.6	30	22	28.04	963
 Snrnp70 	 U1 small nuclear ribonucleoprotein 70 kDa 	 Q62376 	62.28	473222.9	24	11	24.55	448
 Ubap2 	 ubiquitin-associated protein 2 	 Q91VX2 	101.88	473447.5	28	15	25.09	1132
 Myo18a 	 unconventional myosin-XVIIIa isoform 1 	 Q9JMH9 	112.97	474018.9	35	23	14.98	2083
 Dnajc9 	 dnaJ homolog subfamily C member 9 	 Q91WN1 	65.07	475591.8	25	13	48.26	259
 Glrx3 	 glutaredoxin-3 	 Q9CQM9 	93.92	476249.3	26	16	44.21	337
 Tpt1 	 translationally-controlled tumor protein 	 P63028 	46.8	476380.2	21	8	41.86	172
 Tcof1 	 treacle protein isoform 2 	 O08784 	99.63	476461.4	27	17	16.74	1320
 Nans 	 sialic acid synthase 	 Q99J77 	64.4	476595.9	22	12	37.6	359
 Ctsg 	 cathepsin G preproprotein 	 P28293 	51.86	477447.8	20	9	45.98	261
 Stk4 	 serine/threonine-protein kinase 4 	 Q9JI11 	88.3	477683.8	23	15	34.29	487
 Farsb 	 phenylalanine--tRNA ligase beta subunit 	 Q9WUA2 	88.23	477739	27	16	29.88	589
 Farsa 	 phenylalanine--tRNA ligase alpha subunit 	 Q8C0C7 	97.75	478192.8	26	14	38.39	508
 Impdh2 	 inosine-5'-monophosphate dehydrogenase 2 	 P24547 	67.94	480315.3	28	14	30.93	514
 Sarnp 	 SAP domain-containing ribonucleoprotein 	 Q9D1J3 	56.5	481673.5	22	10	44.29	210
 Anxa3 	 annexin A3 	 O35639 	62.39	482135.8	28	14	44.58	323
 Nat10 	 RNA cytidine acetyltransferase 	 Q8K224 	89.54	482492	25	15	20.41	1024
 Rae1 	 mRNA export factor 	 Q8C570 	71.63	482902.6	22	11	46.47	368
 Pdlim1 	 PDZ and LIM domain protein 1 	 O70400 	71.69	482958.2	21	11	53.52	327
 Rpl24 	 60S ribosomal protein L24 	 Q8BP67 	30.91	484607.3	18	7	31.85	157
 Rpa2 	 replication protein A 32 kDa subunit 	 Q3TE40 	58.87	486810.2	26	8	34.07	270
 Ppp1r7 	 protein phosphatase 1 regulatory subunit 7 	 Q3UM45 	75.31	487246.8	26	13	47.37	361
 Larp1 	 la-related protein 1 	 Q6ZQ58 	77.08	487441.3	27	14	20.9	1072
 Ppib 	 peptidyl-prolyl cis-trans isomerase B precursor 	 P24369 	69.05	487591	22	13	56.94	216
 Tpd52l2 	 tumor protein D54 isoform a 	 Q9CYZ2 	47.86	489367.2	26	9	48.42	221
 Rab14 	 ras-related protein Rab-14 	 Q91V41 	88.74	491491.4	24	10	59.07	215
 Cstf2 	 cleavage stimulation factor subunit 2 	 Q8BIQ5 	66.75	492841	22	11	27.41	580
 Smarcc2 	 SWI/SNF complex subunit SMARCC2 isoform 1 	 Q6PDG5 	87.29	493000.6	35	18	19.95	1213
 Srp72 	 signal recognition particle subunit SRP72 	 F8VQC1 	97.81	493745.5	31	18	31.15	671
 D10Jhu81e 	" ES1 protein homolog, mitochondrial precursor "	 Q9D172 	63.29	494860.2	21	9	44.74	266
 Stk26 	 serine/threonine-protein kinase 26 isoform 1 	 Q99JT2 	98.14	496178.6	26	14	39.66	416
 Pgls 	 6-phosphogluconolactonase isoform 1 	 Q9CQ60 	75.58	496826.2	21	10	51.75	257
 Ociad1 	 OCIA domain-containing protein 1 isoform 1 	 Q9CRD0 	24.61	498329.7	12	5	44.94	247
 Vapa 	 vesicle-associated membrane protein-associated protein A 	 Q9WV55 	38.12	498341.9	21	6	30.52	249
 Rbmx 	" RNA-binding motif protein, X chromosome "	 Q9WV02 	47.22	498435.8	20	9	21.99	391
 Hprt 	 hypoxanthine-guanine phosphoribosyltransferase 	 P00493 	60.04	498876	25	10	55.96	218
 Fkbp3 	 peptidyl-prolyl cis-trans isomerase FKBP3 	 Q62446 	47.59	499112.5	23	9	36.16	224
 Rangap1 	 ran GTPase-activating protein 1 	 P46061 	128.53	501279	27	16	35.31	589
 Erh 	 enhancer of rudimentary homolog 	 P84089 	41.64	503397.1	15	5	48.08	104
 Nup153 	 nuclear pore complex protein Nup153 	 E9Q3G8 	112.3	503479.9	31	18	18.6	1462
 Eif2s3x 	" eukaryotic translation initiation factor 2 subunit 3, X-linked "	 Q9Z0N1 	62.88	504340.2	21	10	25.64	472
 Smarcd2 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Q99JR8 	92.73	504933.6	28	14	36.16	531
 Idh1 	 isocitrate dehydrogenase 	 O88844 	70.1	505888.7	33	13	38.41	414
 Aifm1 	" apoptosis-inducing factor 1, mitochondrial isoform 1 precursor "	 Q9Z0X1 	58.9	506515.9	21	13	25.33	612
 Dnajc2 	 dnaJ homolog subfamily C member 2 	 P54103 	85.82	507309.1	20	14	28.82	621
 Vamp8 	 vesicle-associated membrane protein 8 	 O70404 	28.58	507754.8	26	6	54.45	101
 Fbl 	 rRNA 2'-O-methyltransferase fibrillarin 	 P35550 	69.65	508376.4	19	10	31.19	327
 Hmox2 	 heme oxygenase 2 	 O70252 	82.84	508493.8	24	12	47.3	315
 Qars 	 glutamine--tRNA ligase 	 Q8BML9 	118.67	509350.2	25	16	28.77	775
 Skiv2l2 	 superkiller viralicidic activity 2-like 2 	 Q9CZU3 	61.31	510046	22	13	18.37	1040
 Nit2 	 omega-amidase NIT2 	 Q9JHW2 	97.27	511201.8	30	12	64.13	276
 Gm4737 	 predicted gene 4737 	 P50247 	55.78	511660.3	20	11	26.39	432
 Yars 	" tyrosine--tRNA ligase, cytoplasmic "	 Q91WQ3 	90.55	511805.2	36	19	34.57	564
 Atp6v1b2 	" V-type proton ATPase subunit B, brain isoform "	 P62814 	85	513420.3	28	14	39.33	511
 Xpo1 	 exportin-1 	 Q6P5F9 	124.97	513812.5	23	17	21.66	1071
 Cndp2 	 cytosolic non-specific dipeptidase 	 Q9D1A2 	102.1	516533.4	32	17	39.79	475
 Sept7 	 septin-7 isoform 2 	 O55131 	80.74	516683.3	32	11	29.59	436
 Man2b1 	 lysosomal alpha-mannosidase precursor 	 O09159 	105.38	519339.4	39	16	21.13	1013
 Dctn2 	 dynactin subunit 2 isoform 3 	 Q99KJ8 	93.27	520821.5	20	11	36.07	402
 Rpl13 	 60S ribosomal protein L13 	 P47963 	39.64	521541.5	23	8	36.49	211
 Lap3 	 cytosol aminopeptidase 	 Q9CPY7 	98.92	522130.5	30	16	45.86	519
 Hba-a2 	" hemoglobin alpha, adult chain 2 "	 Q91VB8 	36.64	522570.5	20	5	57.04	142
