UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD	
P24788	CD11B	 cyclin-dependent kinase 11B 	Cdk11b	1262	24.18	194276.8	7	6	8.55	784	
P49452	CENPC	 centromere protein C 	Cenpc1	2117	13.51	232631.4	9	6	10.82	906	
P97315	CSRP1	 cysteine and glycine-rich protein 1 	Csrp1	496	46.51	760058.4	20	6	43.52	193	
O54734	OST48	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 	Ddost	948	31.29	501275.8	12	6	19.50	441	
P35550	FBRL	 rRNA 2'-O-methyltransferase fibrillarin 	Fbl	878	33.15	585475.2	15	6	27.83	327	
Q00422	GABPA	 GA-binding protein alpha chain 	Gabpa	1773	17.22	212457.6	7	6	14.32	454	
P51660	DHB4	 peroxisomal multifunctional enzyme type 2 	Hsd17b4	1494	20.69	307622.3	8	6	10.34	735	
P60229	EIF3E	 eukaryotic translation initiation factor 3 subunit E 	Eif3e	1960	15.10	356744.6	11	6	17.53	445	
P25444	RS2	 40S ribosomal protein S2 	Rps2	536	44.33	1072147.9	15	6	26.62	293	
E9QAE4	E9QAE4	" histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 "	Nsd1	3198	6.42	207204.9	8	6	2.82	2691	
P49722	PSA2	 proteasome subunit alpha type-2 	Psma2	707	38.03	462312.6	16	6	47.86	234	
Q05186	RCN1	 reticulocalbin-1 precursor 	Rcn1	1097	27.41	457135.4	14	6	24.31	325	
P62242	RS8	 40S ribosomal protein S8 	Rps8	700	38.16	1228242.1	18	6	28.37	208	
Q61543	GSLG1	 Golgi apparatus protein 1 precursor 	Glg1	1688	18.26	188957.8	8	6	7.83	1175	
P47758	SRPRB	 signal recognition particle receptor subunit beta 	Srprb	1110	26.92	200102.9	8	6	29.00	269	
P14685	PSMD3	 26S proteasome non-ATPase regulatory subunit 3 	Psmd3	1468	21.05	241364.3	10	6	14.15	530	
P52479	UBP10	 ubiquitin carboxyl-terminal hydrolase 10 isoform 1 	Usp10	929	31.80	300338.6	10	6	11.48	793	
P07724	ALBU	 serum albumin preproprotein 	Alb	1452	21.23	340633.3	8	6	12.99	608	
P53395	ODB2	 lipoamide acyltransferase component of branched-chain alpha-keto 	Dbt	959	30.96	220331.7	7	6	17.63	482	
O35215	DOPD	 D-dopachrome decarboxylase 	Ddt	861	33.63	448927.8	16	6	63.56	118	
P97465	DOK1	 docking protein 1 isoform 1 	Dok1	2410	10.95	120429.7	6	6	17.84	482	
Q9WVK4	EHD1	 EH domain-containing protein 1 	Ehd1	980	30.15	199391.2	7	6	13.48	534	
P97807	FUMH	" fumarate hydratase, mitochondrial precursor "	Fh1	705	38.07	623244.1	19	6	15.38	507	
P09528	FRIH	 ferritin heavy chain 	Fth1	1571	19.75	353802.5	10	6	32.97	182	
Q9Z0E6	GBP2	 guanylate-binding protein 1 	Gbp2	523	44.77	283279.8	7	6	11.88	589	
Q6R0H7	GNAS1	 protein GNAS isoform XLas 	Gnas	1828	16.64	196971.5	6	6	6.53	1133	
P10649	GSTM1	 glutathione S-transferase Mu 1 	Gstm1	1301	23.57	694465.7	16	6	30.28	218	
O09131	GSTO1	 glutathione S-transferase omega-1 	Gsto1	1366	22.48	241273.9	10	6	35.00	240	
P20060	HEXB	 beta-hexosaminidase subunit beta precursor 	Hexb	1771	17.23	242554.1	8	6	12.13	536	
O55135	IF6	 eukaryotic translation initiation factor 6 	Eif6	322	58.98	597930.6	11	6	42.45	245	
P52293	IMA1	 importin subunit alpha-1 	Kpna2	671	39.36	380573.6	13	6	19.09	529	
O08573	LEG9	 galectin-9 isoform 1 	Lgals9	1642	18.78	235327.7	9	6	25.50	353	
Q99104	MYO5A	 unconventional myosin-Va 	Myo5a	3255	6.19	214600.6	7	6	4.26	1853	
Q60676	PPP5	 serine/threonine-protein phosphatase 5 	Ppp5c	627	41.02	371944.0	10	6	15.43	499	
P14148	RL7	 60S ribosomal protein L7 	Rpl7	1448	21.29	439441.4	15	6	27.41	270	
P48024	EIF1	 eukaryotic translation initiation factor 1 	Eif1	382	53.62	809145.0	17	6	75.22	113	
Q62348	TSN	 translin 	Tsn	932	31.69	656485.8	19	6	34.21	228	
O08759	UBE3A	 ubiquitin-protein ligase E3A isoform 2 	Ube3a	1350	22.69	203416.7	9	6	10.11	870	
P27870	VAV	 proto-oncogene vav isoform 1 	Vav1	1497	20.68	259050.3	7	6	6.98	845	
Q60930	VDAC2	 voltage-dependent anion-selective channel protein 2 	Vdac2	739	36.89	374725.7	11	6	26.44	295	
P32921	SYWC	" tryptophan--tRNA ligase, cytoplasmic isoform 1 "	Wars	697	38.34	321242.9	13	6	18.71	481	
Q91X20	ASH2L	 set1/Ash2 histone methyltransferase complex subunit ASH2 isoform a 	Ash2l	1488	20.80	332402.8	6	6	14.29	623	
O88271	CFDP1	 craniofacial development protein 1 	Cfdp1	800	34.99	483786.0	17	6	23.39	295	
Q3U7R1	ESYT1	 extended synaptotagmin-1 	Esyt1	1031	28.92	376845.7	9	6	6.78	1092	
P54775	PRS6B	 26S protease regulatory subunit 6B 	Psmc4	856	33.76	372259.8	12	6	20.57	418	
G3X8U8	G3X8U8	 poly(ADP-ribose) glycohydrolase 	Parg	2085	13.77	260906.5	9	6	8.43	961	
Q9Z0X1	AIFM1	" apoptosis-inducing factor 1, mitochondrial isoform 1 precursor "	Aifm1	1019	29.31	375976.2	11	6	14.38	612	
P99029	PRDX5	" peroxiredoxin-5, mitochondrial precursor "	Prdx5	579	42.67	506937.1	13	6	36.19	210	
Q9WTX6	CUL1	 cullin-1 	Cul1	1367	22.47	491372.9	8	6	10.18	776	
P19157	GSTP1	 glutathione S-transferase P 1 	Gstp1	445	49.45	1261364.1	19	6	37.14	210	
P84104	SRSF3	 serine/arginine-rich splicing factor 3 	Srsf3	1242	24.54	701390.9	20	6	34.15	164	
P27659	RL3	 60S ribosomal protein L3 	Rpl3	1211	24.95	495218.8	18	6	14.14	403	
O08528	HXK2	 hexokinase-2 	Hk2	950	31.24	423453.0	9	6	9.92	917	
Q9QYB1	CLIC4	 chloride intracellular channel protein 4 	Clic4	1392	22.02	255727.5	10	6	28.46	253	
Q9Z204	HNRPC	 heterogeneous nuclear ribonucleoproteins C1/C2 isoform 1 	Hnrnpc	1334	23.11	669071.6	14	6	16.61	313	
P47962	RL5	 60S ribosomal protein L5 	Rpl5	1567	19.84	462256.5	11	6	21.55	297	
P50544	ACADV	" very long-chain specific acyl-CoA dehydrogenase, mitochondrial "	Acadvl	925	31.94	256620.2	10	6	15.40	656	
Q60710	SAMH1	 deoxynucleoside triphosphate triphosphohydrolase SAMHD1 isoform 1 	Samhd1	1335	23.09	272112.4	7	6	14.13	658	
Q924B0	Q924B0	 inositol monophosphatase 1 isoform 1 	Impa1	886	33.01	461403.2	13	6	27.44	277	
P61982	1433G	 14-3-3 protein gamma 	Ywhag	703	38.11	835955.0	17	6	28.34	247	
P63330	PP2AA	 serine/threonine-protein phosphatase 2A catalytic subunit alpha 	Ppp2ca	814	34.65	390206.6	14	6	21.36	309	
O54984	ASNA	 ATPase Asna1 	Asna1	977	30.21	342061.4	11	6	26.44	348	
Q8VE70	PDC10	 programmed cell death protein 10 	Pdcd10	1574	19.70	291554.2	8	6	27.36	212	
Q9QYI3	DNJC7	 dnaJ homolog subfamily C member 7 	Dnajc7	753	36.53	374459.8	12	6	15.38	494	
Q8BP40	PPA6	 lysophosphatidic acid phosphatase type 6 precursor 	Acp6	1411	21.81	158776.5	6	6	16.99	418	
P56873	SSA27	 Sjoegren syndrome/scleroderma autoantigen 1 homolog 	Sssca1	1131	26.59	216585.1	7	6	34.17	199	
Q3U5Q7	CMPK2	" UMP-CMP kinase 2, mitochondrial precursor "	Cmpk2	1164	25.99	357389.8	7	6	19.24	447	
P62264	RS14	 40S ribosomal protein S14 	Rps14	809	34.74	538490.7	12	6	25.17	151	
Q9WTP7	KAD3	" GTP:AMP phosphotransferase AK3, mitochondrial "	Ak3	552	43.79	226879.5	9	6	35.68	227	
Q3TW36	Q3TW36	 helicase SKI2W 	Skiv2l	1755	17.39	254339.3	10	6	6.75	1244	
Q9Z0W3	NU160	 nuclear pore complex protein Nup160 	Nup160	1644	18.78	101350.0	6	6	6.06	1402	
Q9JHW4	SELB	 selenocysteine-specific elongation factor 	Eefsec	1103	27.26	201903.9	6	6	14.41	583	
Q8BSY0	ASPH	 aspartyl/asparaginyl beta-hydroxylase isoform 1 	Asph	904	32.59	229149.0	10	6	11.07	741	
Q80Y81	RNZ2	 zinc phosphodiesterase ELAC protein 2 	Elac2	521	44.81	342361.2	9	6	12.27	831	
Q9DBK7	Q9DBK7	 ubiquitin-like modifier-activating enzyme 7 	Uba7	992	29.94	217612.8	7	6	10.64	977	
Q99LC3	NDUAA	 NADH dehydrogenase 	Ndufa10	543	44.07	296164.2	10	6	24.23	355	
Q9DCH4	EIF3F	 eukaryotic translation initiation factor 3 subunit F 	Eif3f	467	47.74	461440.1	11	6	24.38	361	
Q9DCV4	RMD1	 regulator of microtubule dynamics protein 1 	Rmdn1	1498	20.67	158425.9	7	6	26.23	305	
Q91V64	ISOC1	 isochorismatase domain-containing protein 1 	Isoc1	945	31.35	428083.7	12	6	28.96	297	
Q9D880	TIM50	 mitochondrial import inner membrane translocase subunit TIM50 	Timm50	837	34.10	396970.7	12	6	23.23	353	
Q9DBP5	KCY	 UMP-CMP kinase 	Cmpk1	798	35.08	513735.6	14	6	32.60	227	
Q9DBU6	RSRC1	 serine/Arginine-related protein 53 	Rsrc1	744	36.83	308365.4	11	6	28.74	334	
Q9DBH5	LMAN2	 vesicular integral-membrane protein VIP36 precursor 	Lman2	1202	25.24	386773.6	9	6	24.86	358	
Q9D8W5	PSD12	 26S proteasome non-ATPase regulatory subunit 12 	Psmd12	1043	28.51	488532.2	12	6	19.08	456	
Q8CD15	RIOX2	 bifunctional lysine-specific demethylase and histidyl-hydroxylase 	Mina	1073	27.90	255503.2	7	6	14.84	465	
Q9DCL9	PUR6	 multifunctional protein ADE2 	Paics	829	34.19	444806.9	10	6	15.53	425	
Q80ZV0	RNH2B	 ribonuclease H2 subunit B 	Rnaseh2b	1201	25.25	335392.3	9	6	21.75	308	
P57759	ERP29	 endoplasmic reticulum resident protein 29 precursor 	Erp29	978	30.18	378715.4	12	6	29.77	262	
Q9DBY8	NVL	 nuclear valosin-containing protein-like 	Nvl	867	33.46	261747.1	11	6	11.81	855	
E9Q8F8	E9Q8F8	" ATP-binding cassette, sub-family A (ABC1), member 14 "	Abca14	3978	2.11	251215.0	8	6	5.41	1683	
Q9CY64	BIEA	 biliverdin reductase A precursor 	Blvra	847	33.94	373340.9	11	6	25.76	295	
Q9DCT2	NDUS3	 NADH dehydrogenase 	Ndufs3	490	46.76	342327.9	10	6	23.95	263	
Q91V41	RAB14	 ras-related protein Rab-14 	Rab14	538	44.25	494216.5	12	6	38.14	215	
Q80UP5	AN13A	 ankyrin repeat domain-containing protein 13A 	Ankrd13a	784	35.52	453016.5	14	6	15.48	588	
Q8R0A0	T2FB	 general transcription factor IIF subunit 2 	Gtf2f2	810	34.74	388990.5	9	6	36.95	249	
G3X8X0	G3X8X0	 putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 	Dhx16	2359	11.44	170561.1	9	6	7.95	1044	
Q6P8X1	SNX6	 sorting nexin-6 	Snx6	741	36.88	246303.8	10	6	16.75	406	
Q99ME9	NOG1	 nucleolar GTP-binding protein 1 	Gtpbp4	1933	15.38	203184.7	6	6	12.30	634	
Q8C2K1	DEFI6	 differentially expressed in FDCP 6 	Def6	688	38.74	419791.7	10	6	12.86	630	
Q8CIM8	INT4	 integrator complex subunit 4 	Ints4	1039	28.75	254079.9	9	6	12.14	964	
Q91XV3	BASP1	 brain acid soluble protein 1 	Basp1	532	44.43	244204.2	13	6	53.98	226	
Q8CC88	VWA8	 von Willebrand factor A domain-containing protein 8 isoform 1 	Vwa8	1665	18.53	238633.1	7	6	4.36	1905	
Q9D0F9	PGM1	 phosphoglucomutase-2 	Pgm2	637	40.71	411142.3	14	6	14.59	562	
Q7TMR0	PCP	 lysosomal Pro-X carboxypeptidase precursor 	Prcp	897	32.83	253046.4	9	6	22.00	491	
Q9CZS1	AL1B1	" aldehyde dehydrogenase X, mitochondrial precursor "	Aldh1b1	624	41.17	292016.9	11	6	17.15	519	
Q9D6J3	YJU2	 coiled-coil domain-containing protein 94 	Ccdc94	1661	18.56	184479.2	9	6	26.43	314	
Q9CXT8	MPPB	 mitochondrial-processing peptidase subunit beta precursor 	Pmpcb	1601	19.32	159882.9	7	6	14.93	489	
Q3U821	WDR75	 WD repeat-containing protein 75 	Wdr75	790	35.34	236433.9	9	6	10.36	830	
Q3TDD9	PPR21	 protein phosphatase 1 regulatory subunit 21 	Ppp1r21	1400	21.94	227442.7	6	6	12.05	780	
Q8VDG3	PARN	 poly(A)-specific ribonuclease PARN 	Parn	1302	23.53	255090.2	7	6	12.82	624	
Q9DBS1	TMM43	 transmembrane protein 43 	Tmem43	606	41.87	304556.1	10	6	26.50	400	
Q91YP2	NEUL	" neurolysin, mitochondrial precursor "	Nln	1263	24.18	213103.9	8	6	11.79	704	
Q9CVB6	ARPC2	 actin-related protein 2/3 complex subunit 2 	Arpc2	841	34.01	478055.2	13	6	28.67	300	
Q9ESE1	LRBA	 lipopolysaccharide-responsive and beige-like anchor protein isoform 	Lrba	2820	8.12	263234.9	10	6	2.52	2854	
Q8BHJ5	TBL1R	 F-box-like/WD repeat-containing protein TBL1XR1 	Tbl1xr1	1449	21.29	426387.9	15	6	14.20	514	
Q63850	NUP62	 nuclear pore glycoprotein p62 	Nup62	1139	26.49	420746.9	10	6	10.46	526	
Q9EPU4	CPSF1	 cleavage and polyadenylation specificity factor subunit 1 isoform 2 	Cpsf1	987	30.06	178873.9	10	6	5.41	1441	
Q3TIR3	RIC8A	 synembryn-A 	Ric8a	694	38.48	187850.5	8	6	15.85	530	
Q8BPU7	ELMO1	 engulfment and cell motility protein 1 isoform 3 	Elmo1	593	42.23	499140.9	11	6	11.97	727	
Q6P1B1	XPP1	 xaa-Pro aminopeptidase 1 	Xpnpep1	842	33.99	309088.4	9	6	12.61	666	
Q06138	CAB39	 calcium-binding protein 39 	Cab39	1267	24.09	239105.5	12	6	18.77	341	
Q6P9R2	OXSR1	 serine/threonine-protein kinase OSR1 	Oxsr1	883	33.03	270969.9	7	6	14.99	527	
Q9EQ20	MMSA	 methylmalonate-semialdehyde dehydrogenase 	Aldh6a1	759	36.30	235242.2	11	6	17.76	535	
Q6NZN0	RBM26	 RNA-binding protein 26 	Rbm26	822	34.42	263634.3	10	6	8.04	983	
P55264	ADK	 adenosine kinase isoform 1 	Adk	1259	24.23	349404.9	11	6	16.90	361	
Q8WTY4	CPIN1	 anamorsin 	Ciapin1	952	31.18	500835.5	18	6	26.86	309	
Q80UP3	DGKZ	 diacylglycerol kinase zeta isoform 2 	Dgkz	1059	28.21	238893.1	9	6	9.26	929	
Q3TIX9	SNUT2	 U4/U6.U5 tri-snRNP-associated protein 2 	Usp39	522	44.79	377411.0	8	6	15.96	564	
Q7TNC4	LC7L2	 putative RNA-binding protein Luc7-like 2 isoform 1 	Luc7l2	511	45.71	763252.6	21	6	20.41	392	
P58389	PTPA	 serine/threonine-protein phosphatase 2A activator 	Ptpa	584	42.54	472108.5	14	6	28.17	323	
Q8BKI2	TNR6B	 trinucleotide repeat-containing gene 6B protein isoform 1 	Tnrc6b	3569	5.06	122628.5	6	6	4.53	1810	
Q921M7	FA49B	 protein FAM49B 	Fam49b	586	42.48	430848.9	11	6	29.63	324	
Q8VDM6	HNRL1	 heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform 1 	Hnrnpul1	652	40.17	534371.1	12	6	7.80	859	
P60843	IF4A1	 eukaryotic initiation factor 4A-I isoform 1 	Eif4a1	917	32.10	418520.0	13	6	17.24	406	
Q9JKY5	HIP1R	 huntingtin-interacting protein 1-related protein 	Hip1r	1580	19.67	345163.1	6	6	7.40	1068	
Q8VCT3	AMPB	 aminopeptidase B isoform 1 	Rnpep	966	30.57	371382.6	11	6	12.15	650	
Q8R050	ERF3A	 eukaryotic peptide chain release factor GTP-binding subunit ERF3A 	Gspt1	666	39.62	541322.0	19	6	15.25	636	
Q8QZS1	HIBCH	" 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial precursor "	Hibch	1397	21.99	436838.8	14	6	16.10	385	
Q8R1F1	NIBL1	 niban-like protein 1 	Fam129b	1312	23.36	272541.1	7	6	11.48	749	
B1ASP2	B1ASP2	 tyrosine-protein kinase JAK1 	Jak1	1800	16.93	201402.5	7	6	7.55	1153	
Q921G6	LRCH4	 leucine-rich repeat and calponin homology domain-containing protein 	Lrch4	1295	23.63	238148.9	7	6	14.71	680	
Q8BHK9	ERC6L	 DNA excision repair protein ERCC-6-like 	Ercc6l	1081	27.75	270042.7	9	6	7.18	1240	
F8VQ54	F8VQ54	 endoribonuclease Dicer 	Dicer1	2048	14.14	471818.4	11	6	4.83	1906	
Q921N6	DDX27	 probable ATP-dependent RNA helicase DDX27 	Ddx27	1050	28.40	253905.2	7	6	9.74	760	
Q8K124	PKHO2	 pleckstrin homology domain-containing family O member 2 	Plekho2	1000	29.76	316109.8	13	6	18.99	495	
P59017	B2L13	 bcl-2-like protein 13 	Bcl2l13	1583	19.64	240243.9	10	6	18.43	434	
Q8K183	PDXK	 pyridoxal kinase 	Pdxk	1042	28.58	478501.7	13	6	21.79	312	
Q8BH59	CMC1	 calcium-binding mitochondrial carrier protein Aralar1 	Slc25a12	807	34.77	218688.8	7	6	14.92	677	
Q7TNE3	SPAG7	 sperm-associated antigen 7 isoform 1 	Spag7	733	37.21	284711.7	16	6	29.96	227	
Q8BFP9	PDK1	" pyruvate dehydrogenase kinase, isozyme 1 precursor "	Pdk1	1817	16.72	228224.5	7	6	16.36	434	
Q6Q899	DDX58	 probable ATP-dependent RNA helicase DDX58 	Ddx58	928	31.81	153770.0	8	6	9.61	926	
Q8BWZ3	NAA25	" N-alpha-acetyltransferase 25, NatB auxiliary subunit "	Naa25	1712	17.87	164774.8	6	6	8.23	972	
C8YR32	LOXH1	 lipoxygenase homology domain-containing protein 1 	Loxhd1	4088	1.67	289457.1	14	6	4.11	2068	
Q9DC61	MPPA	 mitochondrial-processing peptidase subunit alpha precursor 	Pmpca	1481	20.85	281091.1	10	6	17.94	524	
P59325	IF5	 eukaryotic translation initiation factor 5 	Eif5	1849	16.35	225164.9	9	6	16.78	429	
Q8BK72	RT27	" 28S ribosomal protein S27, mitochondrial "	Mrps27	1093	27.50	274880.1	11	6	20.24	415	
Q8BMS9	RASF2	 ras association domain-containing protein 2 	Rassf2	922	31.96	398791.8	10	6	24.23	326	
Q8K0Q5	RHG18	 rho GTPase-activating protein 18 	Arhgap18	1155	26.21	219867.4	8	6	11.61	663	
P59729	RIN3	 ras and Rab interactor 3 isoform 1 	Rin3	993	29.91	329886.4	8	6	8.47	980	
E9PYH6	SET1A	 histone-lysine N-methyltransferase SETD1A 	Setd1a	1801	16.90	223626.9	7	6	5.65	1716	
Q9WVA4	TAGL2	 transgelin-2 	Tagln2	1035	28.86	999541.7	16	6	36.68	199	
Q9CPT5	NOP16	 nucleolar protein 16 	Nop16	2772	8.32	324359.3	9	6	25.84	178	
Q8BHG9	CGBP1	 CGG triplet repeat-binding protein 1 	Cggbp1	1806	16.87	162714.4	6	6	33.53	167	
Q9EPL8	IPO7	 importin-7 	Ipo7	1082	27.75	382983.4	9	6	7.71	1038	
E9QAM5	HELZ2	 helicase with zinc finger domain 2 	Helz2	3197	6.43	209210.6	10	6	3.09	2947	
Q6PGF5	Q6PGF5	 ribosome biogenesis protein BMS1 homolog 	Bms1	1011	29.53	259517.1	11	6	7.32	1284	
Q80VJ3	DNPH1	 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 	Dnph1	433	50.02	488104.9	16	6	54.33	173	
Q7TPH6	MYCB2	 E3 ubiquitin-protein ligase MYCBP2 	Mycbp2	2147	13.24	183061.4	8	6	1.71	4746	
P62751	RL23A	 60S ribosomal protein L23a 	Rpl23a	1701	18.01	1083793.9	15	6	35.26	156	
nan		 PREDICTED: mitogen-activated protein kinase kinase kinase kinase 4 	Map4k4	1758	17.37	153419.2	7	6	5.50	1383	
Q6A065	CE170	 PREDICTED: centrosomal protein of 170 kDa isoform X6 	Cep170	2153	13.22	179949.2	7	6	5.92	1588	
A2AQ43	A2AQ43	 PREDICTED: formin-binding protein 1 isoform X14 	Fnbp1	1877	16.05	184436.9	10	6	13.54	554	
A2AIX1		 PREDICTED: protein transport protein Sec16A isoform X2 	Sec16a	2133	13.37	225276.8	9	6	3.83	2377	
nan		 PREDICTED: septin-1 isoform X1 	1-Sep	691	38.53	402388.1	11	6	17.42	442	
E9QPK4	E9QPK4	 PREDICTED: serine/threonine-protein kinase ATR isoform X1 	Atr	2594	9.56	138544.2	7	6	3.30	2635	
nan		" PREDICTED: arf-GAP with GTPase, ANK repeat and PH domain-containing "	Agap2	882	33.04	219361.0	8	6	11.56	1012	
Q8CFE3	RCOR1	 PREDICTED: REST corepressor 1 isoform X1 	Rcor1	1004	29.68	356265.0	10	6	16.67	480	
nan		 PREDICTED: band 4.1-like protein 3 isoform X1 	Epb41l3	1462	21.10	179862.0	7	6	6.72	1489	
Q5SFM8	RBM27	 PREDICTED: RNA-binding protein 27 isoform X1 	Rbm27	2457	10.51	235623.3	8	6	6.42	1060	
Q5H8C4	VP13A	 PREDICTED: vacuolar protein sorting-associated protein 13A isoform 	Vps13a	3905	2.95	237641.9	7	6	2.65	3061	
nan		 PREDICTED: rho guanine nucleotide exchange factor 6 isoform X4 	Arhgef6	566	43.11	357853.2	11	6	12.14	618	
nan		 PREDICTED: serine/threonine-protein phosphatase 6 regulatory 	Ppp6r3	1666	18.52	353786.0	8	6	9.95	844	
Q5SWU9	ACACA	 PREDICTED: acetyl-CoA carboxylase 1 isoform X2 	Acaca	1509	20.59	147314.0	6	6	3.44	2383	
nan		 PREDICTED: chromodomain-helicase-DNA-binding protein 3 isoform X7 	Chd3	2466	10.44	177983.5	7	6	3.95	2076	
B2RUP2	UN13D	 PREDICTED: protein unc-13 homolog D isoform X1 	Unc13d	1261	24.20	349088.3	9	6	7.74	1085	
Q6P9Q6	FKB15	 PREDICTED: FK506-binding protein 15 isoform X1 	Fkbp15	702	38.11	225070.4	10	6	7.65	1255	
nan		 PREDICTED: ubiquitin conjugation factor E4 B isoform X1 	Ube4b	1600	19.32	222675.8	9	6	6.55	1419	
nan		 PREDICTED: bifunctional polynucleotide phosphatase/kinase isoform 	Pnkp	1049	28.41	292540.8	10	6	12.38	622	
Q6PAR5	GAPD1	 PREDICTED: GTPase-activating protein and VPS9 domain-containing 	Gapvd1	1815	16.73	270473.7	8	6	5.42	1458	
Q9EQK5	MVP	 PREDICTED: major vault protein isoform X1 	Mvp	875	33.19	275491.7	12	6	11.85	861	
nan		 PREDICTED: protein AATF isoform X2 	Aatf	2001	14.66	184898.8	7	6	17.98	484	
nan		 PREDICTED: target of Myb protein 1 isoform X1 	Tom1	2407	10.98	246150.2	7	6	17.21	459	
V9GX40	V9GX40	 PREDICTED: synergin gamma isoform X2 	Synrg	2882	7.79	180231.5	8	6	7.67	1329	
nan		 PREDICTED: eIF-2-alpha kinase GCN2 isoform X1 	Eif2ak4	3350	5.84	147940.2	6	6	4.50	1621	
O88509	DNM3B	 DNA (cytosine-5)-methyltransferase 3B isoform 1 	Dnmt3b	2537	9.96	168455.0	7	7	11.87	859	
Q65Z40	WAPL	 wings apart-like protein homolog isoform 1 	Wapl	549	43.86	189964.2	8	7	8.92	1200	
Q3UYV9	NCBP1	 nuclear cap-binding protein subunit 1 	Ncbp1	1871	16.15	207843.1	7	7	10.89	790	
Q3TW96	UAP1L	 UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 	Uap1l1	890	32.98	314059.8	10	7	16.17	507	
Q3UHJ0	AAK1	 AP2 associated kinase 1 isoform 1 	Aak1	737	36.94	284748.3	13	7	11.26	959	
P26450	P85A	 phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2 	Pik3r1	1018	29.31	273659.3	10	7	14.92	724	
Q6P069	SORCN	 sorcin isoform 1 	Sri	971	30.45	526998.7	13	7	32.32	198	
E9PZY8	E9PZY8	 protein virilizer homolog 	1110037F02Rik	2178	12.91	318750.9	11	7	5.10	1861	
Q9DCD0	6PGD	" 6-phosphogluconate dehydrogenase, decarboxylating "	Pgd	347	56.27	513776.3	15	7	19.46	483	
Q4QRL3	CC88B	 coiled-coil domain-containing protein 88B precursor 	Ccdc88b	1607	19.18	168390.4	8	7	5.81	1481	
E9QLK7	E9QLK7	 transformation/transcription domain-associated protein 	Trrap	2021	14.51	238974.3	9	7	2.52	3847	
Q8CEC0	NUP88	 nuclear pore complex protein Nup88 isoform 2 	Nup88	655	40.10	268821.2	10	7	14.21	753	
E9Q6E5	E9Q6E5	 serine/arginine-rich splicing factor 11 isoform 2 	Srsf11	451	48.85	654380.6	17	7	16.24	511	
P26043	RADI	 radixin isoform a 	Rdx	868	33.43	454137.2	14	7	10.63	583	
Q6Y7W8	GGYF2	 PERQ amino acid-rich with GYF domain-containing protein 2 isoform b 	Gigyf2	1356	22.62	219895.3	10	7	5.76	1285	
O35350	CAN1	 calpain-1 catalytic subunit 	Capn1	747	36.63	282352.3	10	7	15.43	713	
Q07076	ANXA7	 annexin A7 	Anxa7	1444	21.34	388365.4	11	7	16.85	463	
D3Z7P3	GLSK	" glutaminase kidney isoform, mitochondrial isoform 2 "	Gls	701	38.16	405090.6	15	7	17.25	603	
A2A791	ZMYM4	 zinc finger MYM-type protein 4 	Zmym4	1062	28.08	225443.4	9	7	7.55	1549	
O35309	NMI	 N-myc-interactor 	Nmi	1231	24.66	337761.9	8	7	35.03	314	
Q99KC8	VMA5A	 von Willebrand factor A domain-containing protein 5A 	Vwa5a	531	44.51	375888.1	12	7	12.23	793	
Q60604	ADSV	 adseverin isoform 1 	Scin	863	33.58	236706.4	11	7	15.52	715	
Q7TPM1	PRC2B	 protein PRRC2B isoform 1 	Prrc2b	1047	28.46	211777.6	14	7	5.34	2230	
Q6P2K6	P4R3A	 serine/threonine-protein phosphatase 4 regulatory subunit 3A 	Smek1	1280	23.84	316374.6	12	7	10.68	833	
Q9QVP9	FAK2	 protein-tyrosine kinase 2-beta isoform 1 	Ptk2b	3085	6.82	153598.4	7	7	8.92	1009	
P23249	MOV10	 putative helicase MOV-10 isoform a 	Mov10	888	32.99	231506.0	9	7	9.93	1077	
E9Q1P8	I2BP2	 interferon regulatory factor 2-binding protein 2 	Irf2bp2	403	52.39	482222.1	17	7	22.46	570	
Q6ZQ93	UBP34	 ubiquitin carboxyl-terminal hydrolase 34 	Usp34	3828	3.66	153951.7	7	7	2.90	3582	
P60670	NPL4	 nuclear protein localization protein 4 homolog isoform A 	Nploc4	828	34.20	505936.8	13	7	16.94	608	
B2RXQ2	B2RXQ2	 liprin-alpha-1 isoform A 	Ppfia1	2364	11.39	168813.4	8	7	7.42	1266	
O88487	DC1I2	 cytoplasmic dynein 1 intermediate chain 2 isoform 1 	Dync1i2	478	47.41	427704.0	17	7	16.03	655	
P27546	MAP4	 microtubule-associated protein 4 isoform 1 	Map4	743	36.87	288255.5	13	7	10.04	1125	
Q9Z1N5	DX39B	 spliceosome RNA helicase Ddx39b 	Ddx39b	720	37.63	651312.4	16	7	20.56	428	
P39054	DYN2	 dynamin-2 isoform 4 	Dnm2	571	42.89	397341.4	12	7	12.79	860	
Q61635	Q61635	 interferon gamma inducible protein 47 	Ifi47	447	49.28	767811.0	19	7	22.38	420	
